department,department_name,division,gender,base_salary,2024_overtime_pay,2024_longevity_pay,grade,total_pay,ot_ratio
FIN,Department of Finance,FIN 32 Accounts Payable,F,87523.0,0.0,0.0,16,87523.0,0.0
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 3 Security,M,105990.0,24312.22,0.0,C6,130302.22,0.22938220586847816
DGS,Department of General Services,DGS 36 Central Duplicating,F,70775.0,0.0,0.0,11,70775.0,0.0
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,99957.23,3006.72,0.0,22,102963.95,0.030080065243904816
HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,F,62231.88,88.69,2841.63,24,65162.2,0.0014251537957715563
DGS,Department of General Services,DGS 36 Fleet Management Services,M,83754.0,543.62,0.0,16,84297.62,0.006490675072235356
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,137498.62,0.0,0.0,M3,137498.62,0.0
LIB,Department of Public Libraries,LIB 71 Wheaton Library,F,30115.12,0.0,0.0,13,30115.12,0.0
ECM,Ethics Commission,ECM 19 Executive Director,F,152691.01,0.0,0.0,M2,152691.01,0.0
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OPS Public Safety Data Systems,F,149112.0,799.25,0.0,N28,149911.25,0.0053600649176457965
POL,Department of Police,POL 47 MSB Information Management and Technology Division,F,102905.53,547.11,0.0,N25,103452.64,0.005316623897666141
LIB,Department of Public Libraries,LIB 71 Little Falls Library,F,127897.09,0.0,0.0,N25,127897.09,0.0
POL,Department of Police,POL 47 PSB 4th District Patrol,F,87523.0,20592.84,0.0,16,108115.84,0.23528489654148052
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Warrant Control Section,M,72065.75,10952.69,0.0,16,83018.44,0.15198190541276543
DGS,Department of General Services,DGS 36 Fleet Management Services,M,87523.0,2110.11,0.0,16,89633.11,0.02410920558024748
REC,Department of Recreation,REC 72 Special Programs,F,64822.97,400.41,0.0,14,65223.380000000005,0.006176977080809473
LIB,Department of Public Libraries,LIB 71 Potomac Library,F,27132.91,0.0,0.0,13,27132.91,0.0
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,M,89818.8,0.0,0.0,T1,89818.8,0.0
DOT,Department of Transportation,DOT 50 Transit Services,M,99719.0,17625.33,0.0,19,117344.33,0.17674996740841767
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,89818.8,3947.43,0.0,T1,93766.23,0.04394881695146227
DOT,Department of Transportation,DOT 50 Transit Safety and Instruction,M,88224.39,9269.01,0.0,N19,97493.4,0.10506176353273738
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,108899.0,3288.26,0.0,N21,112187.26,0.030195502254382504
POL,Department of Police,POL 47 MSB Management and Budget Division Procurement and Logistics,M,84233.79,445.05,0.0,N19,84678.84,0.005283509147576051
CCL,County Council,CCL 01 Council Central Staff,M,144549.73,0.0,0.0,N28,144549.73,0.0
DEP,Department of Environmental Protection,DEP 80 Waste Reduction and Recycling,F,119032.0,0.0,0.0,N23,119032.0,0.0
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,130181.0,0.0,0.0,N25,130181.0,0.0
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,90242.55,3196.69,0.0,20,93439.24,0.03542331195206696
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,124464.0,0.0,0.0,24,124464.0,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,77273.07,753.21,0.0,16,78026.28000000001,0.009747380296913272
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,72923.8,0.0,0.0,16,72923.8,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,69756.22,0.0,0.0,16,69756.22,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,69756.22,0.0,0.0,16,69756.22,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,69980.52,0.0,0.0,16,69980.52,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,69756.3,0.0,0.0,16,69756.3,0.0
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,26417.1,0.0,0.0,10,26417.1,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,51253.73,0.0,0.0,16,51253.73,0.0
POL,Department of Police,POL 47 CRB Community Engagement Division Crisis Response & Support Section,M,124230.0,20610.56,0.0,A1,144840.56,0.16590646381711344
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,76986.0,0.0,0.0,13,76986.0,0.0
COR,Correction and Rehabilitation,COR 42 DS Food Services,M,84763.06,23768.69,0.0,18,108531.75,0.28041330740065307
LIB,Department of Public Libraries,LIB 71 Community Outreach,F,80350.46,0.0,0.0,18,80350.46,0.0
DGS,Department of General Services,DGS 36 Central Duplicating,M,91043.71,565.48,0.0,N17,91609.19,0.006211082566824221
DOT,Department of Transportation,DOT 50 Ride On Operations,M,172748.99,0.0,0.0,M2,172748.99,0.0
ABS,Alcohol Beverage Services,ABS 85 Hampden Lane,F,51158.07,410.29,0.0,12,51568.36,0.008020044540382389
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,119032.0,0.0,0.0,23,119032.0,0.0
CUS,Community Use of Public Facilities,CUS 70 Finance and Administrative Support Team,F,87523.0,0.0,0.0,16,87523.0,0.0
DGS,Department of General Services,DGS 36 Fleet Management Services,F,136188.0,0.0,0.0,N26,136188.0,0.0
DEP,Department of Environmental Protection,DEP 80 Recycling and Refuse Services,M,95458.0,3798.1,0.0,18,99256.1,0.03978817909447087
DOT,Department of Transportation,DOT 50 Transportation Engineering Administration,F,91392.0,0.0,0.0,N17,91392.0,0.0
DGS,Department of General Services,DGS 36 Building Design and Construction,M,164023.37,0.0,0.0,M3,164023.37,0.0
REC,Department of Recreation,REC 72 Business Services,F,152043.75,0.0,0.0,M3,152043.75,0.0
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,150486.02,0.0,0.0,M3,150486.02,0.0
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,86943.72,180.0,0.0,17,87123.72,0.0020703047902712237
DGS,Department of General Services,DGS 36 Central Duplicating,M,80477.12,0.0,0.0,15,80477.12,0.0
ABS,Alcohol Beverage Services,ABS 85 Special Order Liquor and Wine Warehouse Operations,M,67458.86,2408.84,0.0,13,69867.7,0.035708282055166664
FRS,Fire and Rescue Services,FRS 45 Station 15,M,73525.0,6742.51,0.0,F3,80267.51,0.0917036382182931
FRS,Fire and Rescue Services,FRS 45 Station 23,M,67656.0,531.37,0.0,F2,68187.37,0.007853996689133263
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,88710.09,11074.01,0.0,T1,99784.09999999999,0.12483371395519946
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,89818.8,12389.75,0.0,T1,102208.55,0.1379416113330394
DPS,Department of Permitting Services,DPS 75 Commercial Bldg/LS/Access/FPS,M,126527.0,0.0,0.0,26,126527.0,0.0
POL,Department of Police,POL 47 MSB Management and Budget Division False Alarm Reduction Unit,M,130181.0,0.0,0.0,N25,130181.0,0.0
POL,Department of Police,POL 47 MSB Management and Budget Division,F,136188.0,587.4,0.0,N26,136775.4,0.0043131553440831786
DPS,Department of Permitting Services,DPS 75 Commercial Structural and Complex Structures,M,136188.0,0.0,0.0,26,136188.0,0.0
ABS,Alcohol Beverage Services,ABS 85 Walnut Hill,F,52753.36,239.38,0.0,12,52992.74,0.004537720440934947
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,119032.0,0.0,0.0,N23,119032.0,0.0
DGS,Department of General Services,DGS 36 Fleet Management Fleet Services,M,99719.0,133.63,0.0,19,99852.63,0.00134006558429186
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,120277.28,8697.37,0.0,24,128974.65,0.07231099672357075
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,89818.8,36217.86,0.0,T1,126036.66,0.40323250811634087
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,88710.05,15669.25,0.0,T1,104379.3,0.176634439953534
DOT,Department of Transportation,DOT 50 Highway Services,M,71304.74,4462.07,0.0,15,75766.81,0.06257746679954235
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,88710.09,7828.66,0.0,T1,96538.75,0.08824993864846715
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,88710.09,13450.69,0.0,T1,102160.78,0.15162525480472402
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,88710.09,4837.9,0.0,T1,93547.98999999999,0.05453607363040664
FRS,Fire and Rescue Services,FRS 45 Station 8,M,84374.0,3881.54,0.0,F3,88255.54,0.046003982269419486
LIB,Department of Public Libraries,LIB 71 Wheaton Library,F,80594.83,0.0,0.0,18,80594.83,0.0
CUS,Community Use of Public Facilities,CUS 70 Silver Spring Civic Building,M,154139.56,0.0,0.0,M3,154139.56,0.0
DPS,Department of Permitting Services,DPS 75 Residential Inspections,F,119032.0,0.0,0.0,23,119032.0,0.0
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,99105.38,0.0,0.0,20,99105.38,0.0
POL,Department of Police,POL 47 MSB Information Management and Technology Division Data Systems Section,F,85719.17,59.16,0.0,20,85778.33,0.0006901606723443542
REC,Department of Recreation,REC 72 Facilities Division,M,112483.91,0.0,0.0,N23,112483.91,0.0
DEP,Department of Environmental Protection,DEP 80 Waste Reduction and Recycling,M,130181.0,0.0,0.0,N25,130181.0,0.0
POL,Department of Police,POL 47 MSB Communications Division,F,103552.48,0.0,0.0,N21,103552.48,0.0
POL,Department of Police,POL 47 MSB Communications Division,F,90793.83,41403.59,0.0,19,132197.41999999998,0.45601766111199404
POL,Department of Police,POL 47 MSB Communications Division,M,103905.12,30026.79,0.0,21,133931.91,0.28898277582471393
FRS,Fire and Rescue Services,FRS 45 Station 3,M,100215.0,26797.49,0.0,F3,127012.49,0.26739999002145387
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,95458.0,0.0,0.0,18,95458.0,0.0
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,102492.43,7474.53,0.0,20,109966.95999999999,0.07292762987471367
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 2 Security,M,105990.0,16830.78,0.0,C6,122820.78,0.15879592414378713
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 2 Security,M,96556.0,53438.77,0.0,C5,149994.77,0.5534484651394009
POL,Department of Police,POL 47 MSB Information Management and Technology Division Crime Analysis Section,M,113837.0,824.88,0.0,22,114661.88,0.007246150197211803
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 CIO Change Management,F,169555.0,0.0,0.0,M3,169555.0,0.0
FRS,Fire and Rescue Services,FRS 45 Station 8,M,70025.0,20336.71,0.0,F2,90361.70999999999,0.2904207068903963
DPS,Department of Permitting Services,DPS 75 Land Development Sediment Stormwater Plan Review,M,136188.0,0.0,0.0,26,136188.0,0.0
CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,M,130181.0,0.0,0.0,N25,130181.0,0.0
DGS,Department of General Services,DGS 36 Automation,F,163363.0,0.0,0.0,N30,163363.0,0.0
POL,Department of Police,POL 47 PSB 3rd District Patrol,M,107561.0,9816.45,0.0,P4,117377.45,0.09126402692425695
COR,Correction and Rehabilitation,COR 42 MSD Fiscal Services,F,87523.0,0.0,0.0,16,87523.0,0.0
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 2 Security,M,105990.0,46054.91,0.0,C6,152044.91,0.434521275592037
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,F,89818.8,27869.88,0.0,T1,117688.68000000001,0.31029005063527904
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,88710.09,11963.48,0.0,T1,100673.56999999999,0.13486042004917367
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,89818.8,24177.07,0.0,T1,113995.87,0.2691760522296
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,89818.8,13241.66,0.0,T1,103060.46,0.1474263739885191
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,F,99242.61,33242.88,0.0,T2,132485.49,0.33496579745333177
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,58727.51,5229.84,0.0,T1,63957.350000000006,0.08905264330123991
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OMC MC311 Call Center,F,87035.89,901.5,0.0,16,87937.39,0.010357796076997662
DEP,Department of Environmental Protection,DEP 80 Strategic Services Division,F,119032.0,0.0,0.0,23,119032.0,0.0
OMB,Office of Management and Budget,OMB 31 Office of Management and Budget,F,198000.0,0.0,0.0,M1,198000.0,0.0
POL,Department of Police,POL 47 MSB Training and Education Division,M,115223.0,10479.06,0.0,P4,125702.06,0.0909459048974597
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,109199.72,203.79,0.0,24,109403.51,0.0018662135763718075
HHS,Department of Health and Human Services,HHS 60 Office of Community Affairs Division,F,89272.3,0.0,0.0,18,89272.3,0.0
ABS,Alcohol Beverage Services,ABS 85 Kingsview,M,24237.0,11.54,0.0,12,24248.54,0.0004761315344308289
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 CIO Finance and Human Resources,F,118308.48,0.0,0.0,23,118308.48,0.0
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,99719.0,21298.6,0.0,19,121017.6,0.21358617715781344
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,75406.0,15243.33,0.0,T1,90649.33,0.20215009415696364
POL,Department of Police,POL 47 PSB 4th District Patrol,F,107561.0,16727.64,0.0,P4,124288.64,0.15551770623181263
POL,Department of Police,POL 47 FSB Traffic Division Central Traffic Enforcement,M,107561.0,5477.05,0.0,P4,113038.05,0.05092040795455602
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,M,65658.14,8076.48,0.0,13,73734.62,0.1230080535330425
ABS,Alcohol Beverage Services,ABS 85 Beer Warehouse Operations,M,67558.83,7780.48,0.0,13,75339.31,0.11516599680604296
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,108899.0,0.0,0.0,21,108899.0,0.0
SHF,Sheriff's Office,SHF 48 Sheriff Domestic Violence,M,148438.55,0.0,0.0,M3,148438.55,0.0
DOT,Department of Transportation,DOT 50 Traffic Engineering and Operations,M,63591.0,0.0,0.0,13,63591.0,0.0
REC,Department of Recreation,REC 72 Facilities Division,F,80847.13,0.0,0.0,21,80847.13,0.0
FRS,Fire and Rescue Services,FRS 45 Station 29,M,117166.0,28873.31,0.0,B1,146039.31,0.2464307905023642
FRS,Fire and Rescue Services,FRS 45 Station 15,M,117166.0,42995.19,0.0,B1,160161.19,0.3669596128569722
FRS,Fire and Rescue Services,FRS 45 Third Battalion - Administration,M,117166.0,14825.39,0.0,B1,131991.39,0.12653320929279824
FRS,Fire and Rescue Services,FRS 45 Station 16,M,96825.0,14610.95,0.0,F3,111435.95,0.15090059385489285
FRS,Fire and Rescue Services,FRS 45 Station 34,M,96825.0,27.16,0.0,F3,96852.16,0.00028050606764781826
FRS,Fire and Rescue Services,FRS 45 Station 2,M,96825.0,2056.2,0.0,F3,98881.2,0.021236250968241673
FRS,Fire and Rescue Services,FRS 45 Station 24,M,96825.0,17088.12,0.0,F3,113913.12,0.1764845855925639
FRS,Fire and Rescue Services,FRS 45 Station 10,M,96825.0,3522.84,0.0,F3,100347.84,0.03638357862122386
FRS,Fire and Rescue Services,FRS 45 Station 24,M,92211.0,9440.04,0.0,F2,101651.04000000001,0.10237433711813125
FRS,Fire and Rescue Services,FRS 45 Station 30,M,96825.0,28403.41,0.0,F3,125228.41,0.2933478956880971
FRS,Fire and Rescue Services,FRS 45 Station 24,M,96825.0,7247.31,0.0,F3,104072.31,0.07484957397366383
FRS,Fire and Rescue Services,FRS 45 Station 19,M,96825.0,22154.18,0.0,F3,118979.18,0.22880640330493157
FRS,Fire and Rescue Services,FRS 45 Station 25,M,96825.0,2774.2,0.0,F3,99599.2,0.028651691195455718
FRS,Fire and Rescue Services,FRS 45 Station 3,M,96825.0,26517.06,0.0,F3,123342.06,0.27386584043377227
FRS,Fire and Rescue Services,FRS 45 Station 24,M,96825.0,11539.04,0.0,F3,108364.04000000001,0.1191741802220501
FRS,Fire and Rescue Services,FRS 45 Station 10,M,96825.0,25645.82,0.0,F3,122470.82,0.26486775109734056
FRS,Fire and Rescue Services,FRS 45 Station 29,M,96825.0,7297.01,0.0,F3,104122.01,0.07536287115930804
FRS,Fire and Rescue Services,FRS 45 Station 16,M,96825.0,12530.55,0.0,F3,109355.55,0.12941440743609603
FRS,Fire and Rescue Services,FRS 45 Station 40,M,96825.0,29293.33,0.0,F3,126118.33,0.3025389104053705
FRS,Fire and Rescue Services,FRS 45 Station 12,M,106503.0,51013.13,0.0,F4,157516.13,0.47898303334178377
FRS,Fire and Rescue Services,FRS 45 First Battalion - Administration,M,117166.0,17041.23,0.0,B1,134207.23,0.14544518034242016
FRS,Fire and Rescue Services,FRS 45 Station 22,M,96825.0,128645.73,0.0,F3,225470.72999999998,1.328641673121611
FRS,Fire and Rescue Services,FRS 45 Station 26,M,96825.0,54.32,0.0,F3,96879.32,0.0005610121352956365
FRS,Fire and Rescue Services,FRS 45 Station 18,M,117166.0,46134.43,0.0,B1,163300.43,0.3937527098304969
FRS,Fire and Rescue Services,FRS 45 Station 19,M,96825.0,13669.95,0.0,F3,110494.95,0.14118202943454686
FRS,Fire and Rescue Services,FRS 45 Station 1,M,106503.0,12929.01,0.0,F4,119432.01,0.12139573533139912
FRS,Fire and Rescue Services,FRS 45 Station 11,M,92211.0,646.64,0.0,F2,92857.64,0.007012612378132761
FRS,Fire and Rescue Services,FRS 45 Station 15,M,96825.0,31173.16,0.0,F3,127998.16,0.321953627678802
FRS,Fire and Rescue Services,FRS 45 Station 8,M,96825.0,0.0,0.0,F3,96825.0,0.0
FRS,Fire and Rescue Services,FRS 45 Station 23,M,96825.0,8844.32,0.0,F3,105669.32,0.09134335140717789
FRS,Fire and Rescue Services,FRS 45 Station 15,M,96825.0,1814.08,0.0,F3,98639.08,0.018735657113348826
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,88710.09,27998.73,0.0,T1,116708.81999999999,0.3156205793501055
FIN,Department of Finance,FIN 32 Tax Operations,F,70763.06,0.0,0.0,13,70763.06,0.0
FRS,Fire and Rescue Services,FRS 45 Fourth Battalion - Administration,M,117166.0,14823.94,0.0,B1,131989.94,0.12652083368895414
FRS,Fire and Rescue Services,FRS 45 Station 18,M,96825.0,6029.0,0.0,F3,102854.0,0.062266976504002064
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,M,88710.61,12421.0,0.0,T1,101131.61,0.1400170734932383
FRS,Fire and Rescue Services,FRS 45 Station 24,M,96825.0,1315.12,0.0,F3,98140.12,0.01358244255099406
FRS,Fire and Rescue Services,FRS 45 Station 17,M,96825.0,0.0,0.0,F3,96825.0,0.0
FRS,Fire and Rescue Services,FRS 45 Station 10,M,96825.0,59.82,0.0,F3,96884.82,0.0006178156467854377
CEC,Community Engagement Cluster,CEC 16 Wheaton Urban District,M,67893.0,7030.48,0.0,10,74923.48,0.10355235444007482
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,88710.09,13711.62,0.0,T1,102421.70999999999,0.15456663385191022
CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,63592.79,11698.24,0.0,10,75291.03,0.1839554452635275
LIB,Department of Public Libraries,LIB 71 Community Outreach,F,83162.72,0.0,0.0,18,83162.72,0.0
ABS,Alcohol Beverage Services,ABS 85 Beer Warehouse Operations,M,67558.83,884.93,0.0,13,68443.76,0.013098657866040603
DOT,Department of Transportation,DOT 50 Highway Services,M,81988.39,20950.04,0.0,17,102938.43,0.2555244712086675
FRS,Fire and Rescue Services,FRS 45 Fleet Operations,M,104197.0,18561.03,0.0,20,122758.03,0.17813401537472287
HCA,Department of Housing and Community Affairs,HCA 76 Asset Management,M,130181.0,0.0,0.0,25,130181.0,0.0
DGS,Department of General Services,DGS 36 Facilities Maintenance,F,62575.0,1173.93,0.0,8,63748.93,0.018760367558929285
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,124464.0,0.0,0.0,24,124464.0,0.0
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,M,99199.68,481.63,0.0,22,99681.31,0.004855156790828358
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,99719.0,2726.09,0.0,19,102445.09,0.02733771899036292
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,124464.0,7944.44,0.0,24,132408.44,0.06382921969404808
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 3 Security,M,96556.0,85575.88,0.0,C5,182131.88,0.8862823646381375
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,130678.2,7225.55,0.0,N26,137903.75,0.0552926961038643
HHS,Department of Health and Human Services,HHS 60 School Health Services,M,151363.36,0.0,0.0,M2,151363.36,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,69980.5,0.0,0.0,16,69980.5,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,67838.13,0.0,0.0,16,67838.13,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,124464.0,0.0,0.0,24,124464.0,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,123876.31,0.0,0.0,24,123876.31,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,108906.0,0.0,0.0,24,108906.0,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,119104.0,0.0,0.0,24,119104.0,0.0
COR,Correction and Rehabilitation,COR 42 MSD Human Resources,F,91598.56,599.53,0.0,N18,92198.09,0.006545190230064752
HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,F,84003.77,0.0,0.0,20,84003.77,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,82037.74,0.0,0.0,24,82037.74,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,69980.52,0.0,0.0,16,69980.52,0.0
ABS,Alcohol Beverage Services,ABS 85 Administrative Services,M,160734.5,0.0,0.0,M3,160734.5,0.0
POL,Department of Police,POL 47 PSB 6th District Patrol,F,107561.0,54307.61,0.0,P4,161868.61,0.5049005680497578
POL,Department of Police,POL 47 PSB 6th District Patrol,F,115223.0,905.72,0.0,P4,116128.72,0.007860583390468917
POL,Department of Police,POL 47 PSB 2nd District Patrol,F,107561.0,33038.56,0.0,P4,140599.56,0.30716114576844766
POL,Department of Police,POL 47 PSB 2nd District Patrol,F,112939.0,2968.84,0.0,P5,115907.84,0.026287110741196575
POL,Department of Police,POL 47 CRB Community Engagement Division Community Engagement Section,M,115223.0,36313.17,0.0,P4,151536.16999999998,0.3151555678987702
POL,Department of Police,POL 47 PSB 5th District Patrol,F,107561.0,449.95,0.0,P4,108010.95,0.004183207668206878
POL,Department of Police,POL 47 PSB 4th District Special Assignment Team,M,107561.0,29008.48,0.0,P4,136569.48,0.26969329031898176
DEP,Department of Environmental Protection,DEP 80 Resource Conversion,F,71838.68,10924.18,0.0,13,82762.85999999999,0.15206543327355126
POL,Department of Police,POL 47 PSB 2nd District Patrol,M,112939.0,5617.18,0.0,P5,118556.18,0.04973640637866459
POL,Department of Police,POL 47 PSB 3rd District Patrol,M,107561.0,6401.12,0.0,P4,113962.12,0.05951153299058209
POL,Department of Police,POL 47 HQ Office of the Chief,M,133078.0,8393.13,4372.44,A1,145843.57,0.06306925261876493
POL,Department of Police,POL 47 PSB 3rd District Special Assignment Team,F,107561.0,30446.18,0.0,P4,138007.18,0.2830596591701453
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,130181.0,0.0,0.0,N25,130181.0,0.0
DPS,Department of Permitting Services,DPS 75 Fire Code Compliance,M,130181.0,0.0,0.0,N25,130181.0,0.0
POL,Department of Police,POL 47 PSB 6th District Patrol,F,53781.0,0.0,0.0,P4P,53781.0,0.0
POL,Department of Police,POL 47 PSB 2nd District Patrol,M,107561.0,15735.25,0.0,P4,123296.25,0.14629140673664245
POL,Department of Police,POL 47 PSB 2nd District Patrol,M,107561.0,12354.55,0.0,P4,119915.55,0.11486086964606129
HCA,Department of Housing and Community Affairs,HCA 76 Housing Code Enforcement,M,121245.42,2825.55,0.0,N25,124070.97,0.02330438543575502
POL,Department of Police,POL 47 PSB 5th District Special Assignment Team,M,107561.0,23058.75,0.0,P4,130619.75,0.21437835274867284
POL,Department of Police,POL 47 PSB 4th District Patrol,M,107561.0,29409.23,0.0,P4,136970.23,0.27341908312492447
POL,Department of Police,POL 47 PSB 4th District Patrol,M,115223.0,2872.64,0.0,P4,118095.64,0.02493113354104649
COR,Correction and Rehabilitation,COR 42 DS Inmate Records,M,80025.7,7858.44,0.0,17,87884.14,0.09819895358616045
SHF,Sheriff's Office,SHF 48 Courthouse Security,M,102589.0,18137.03,0.0,G4,120726.03,0.17679312596867108
SHF,Sheriff's Office,SHF 48 Sheriff Domestic Violence,M,102589.0,4281.75,0.0,G4,106870.75,0.04173693086003373
SHF,Sheriff's Office,SHF 48 Warrant Section,M,92293.0,7497.97,0.0,G4,99790.97,0.08124093918281994
POL,Department of Police,POL 47 PSB 1st District Patrol,F,111326.0,4086.41,0.0,P4,115412.41,0.03670669924366275
SHF,Sheriff's Office,SHF 48 Court and Transport,M,112177.0,20939.17,0.0,D1,133116.16999999998,0.18666188256059618
POL,Department of Police,POL 47 PSB 1st District Patrol,M,107561.0,605.09,0.0,P4,108166.09,0.005625552012346483
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,M,89318.98,0.0,0.0,20,89318.98,0.0
POL,Department of Police,POL 47 PSB 5th District Station,M,138367.06,5012.51,0.0,A2,143379.57,0.03622617984367089
POL,Department of Police,POL 47 PSB 3rd District Patrol,M,107561.0,5016.75,0.0,P4,112577.75,0.04664097581837283
FRS,Fire and Rescue Services,FRS 45 Station 32,M,95441.0,6913.37,0.0,F2,102354.37,0.0724360599742249
POL,Department of Police,POL 47 PSB 5th District Patrol,M,107561.0,36.21,0.0,P4,107597.21,0.0003366461821663986
POL,Department of Police,POL 47 PSB 4th District Patrol,F,111326.0,3974.11,0.0,P4,115300.11,0.03569795016438208
POL,Department of Police,POL 47 PSB 2nd District Community Operations,M,124230.0,1373.56,0.0,A1,125603.56,0.011056588585687836
POL,Department of Police,POL 47 PSB 5th District Patrol,M,107561.0,615.51,0.0,P4,108176.51,0.005722427273826015
ABS,Alcohol Beverage Services,ABS 85 Kingsview,F,72535.88,1196.64,0.0,14,73732.52,0.016497214895579954
POL,Department of Police,POL 47 PSB 3rd District Patrol,M,128578.0,50257.86,0.0,A1,178835.86,0.39087448863724744
POL,Department of Police,POL 47 PSB 2nd District Patrol,M,107561.0,6221.77,0.0,P4,113782.77,0.057844107064828336
POL,Department of Police,POL 47 PSB 1st District Patrol,M,107561.0,16672.72,0.0,P4,124233.72,0.15500711224328523
POL,Department of Police,POL 47 FSB Special Operations Division Tactical Operations Section,M,107561.0,18893.46,0.0,P4,126454.45999999999,0.17565344316248455
POL,Department of Police,POL 47 PSB 5th District Patrol,F,107561.0,3160.05,0.0,P4,110721.05,0.02937914299792676
ABS,Alcohol Beverage Services,ABS 85 Cloverly,M,52753.36,1524.64,0.0,12,54278.0,0.02890128704598153
ABS,Alcohol Beverage Services,ABS 85 Potomac,M,78525.35,0.0,0.0,N18,78525.35,0.0
